,tweets,likes,time,source
479,"Almost 8 million people in #Pakistan face new climate challenges as early winter winds agonize the survivors of recent floods.

#MAUSA is making every effort to ensure immediate help is provided to as many families as possible.

Donate $250 now at – https://t.co/AhF4CPMVar. https://t.co/rpUhjfrwVD",0,2022-11-25 16:01:14+00:00,Hootsuite Inc.
483,"""It's going to be a massive fight next year.""

The demand is for the hard-fought #LossAndDamageFund to be an ""operating entity"" of #UNFCCC's financial mechanism, making it obligatory with a system of replenishment, @CANIntl's @harjeet11 tells @betwasharma

https://t.co/bFCfrIN3ou",7,2022-11-25 15:53:00+00:00,Twitter Web App
486,"Pakistan has been grappling with persistently high inflation, with a 26.6% year-on-year rise in the consumer price index (CPI) in October, despite devastating floods and attempts to maintain fiscal discipline leading to an economic slowdown. https://t.co/vckNMd3Q7c",2,2022-11-25 15:48:23+00:00,Twitter for iPhone
488,"Women in crisis in recent floods along with a way forward was discussed at The Aga Khan University
@Arfana_Mallah 
Dr. Nadeem zuberi
Dr. Sarah Saleem
Dr. Nargis Asad
Dr. Anita Allana
@ZahidHaya 

#16DaysOfActivism #EndGenderBasedViolence https://t.co/jc0ET7GMlG",15,2022-11-25 15:39:16+00:00,Twitter for Android
501,"WINTER APPEAL
You helped Shamsu survive the floods, please help her survive Winter now. 
See how you can help in our Winter Appeal: https://t.co/PeNXC439Rr
#balochistan #cookedmeals #ehsaas #flooddamage #floods #pakistan #pakistanwinter #punjab #sindh #winter #winterappeal https://t.co/beAuRfw6aw",0,2022-11-25 15:23:38+00:00,Twitter Web App
502,"Recent studies have reported that Pakistan can fight back future floods by drinking lot of water. Statistically, if every Pakistani drink 20 litters every day, water consumption will be 132B litters per month and 1.5 trillion litters per year.

Read More: https://t.co/CjYWXCQHkD https://t.co/On8B2HGrKt",1,2022-11-25 15:23:24+00:00,Twitter Web App
503,The International Monetary Fund (IMF) said earlier this week that Pakistan's timely finalisation of a recovery plan from devastating floods is essential to support discussions and continued financial support from multilateral and bilateral partners. https://t.co/66EjYgS1qH,3,2022-11-25 15:22:24+00:00,Twitter for iPhone
505,"Onion Prices Soar 363% in Pakistan as Floods Destroy Crops 
Islamabad November 25 2022: Onion prices increased the most 363 percent year on year to PKR 194.74 per kg for the week ended on 24th November according to data released by https://t.co/zshRp5fOeO https://t.co/eNLZ7FSUPc",2,2022-11-25 15:18:36+00:00,Revive Social App
520,".@UNICEF administers vaccines anywhere! In an area of #Pakistan affected by recent floods, @PalomaUnicef gave an oral polio vaccine to a child passing by on a motorbike as part of a polio immunization campaign 🏍️ https://t.co/dfEguHLUGj",1,2022-11-25 15:02:19+00:00,Hootsuite Inc.
522,"Instead of pointing fingers at each other, the focus should be on the common struggle for collective survival.
This is not the first time that the current floods have caused destruction in Pakistan, there have been severe heat waves and floods before.",9,2022-11-25 15:01:56+00:00,Twitter for Android
525,"“Pakistan has always had an exceptional place in the Turkish nation’s heart. The images that emerged after floods in Pakistan made our hearts bleed"" - Turkish President Recep Tayyip Erdogan",2,2022-11-25 15:00:22+00:00,Twitter Web App
526,Pakistan’s Flood Crisis Is Not Over. Here’s What To Know—And How To Help https://t.co/XEXPfqOBr3,0,2022-11-25 14:59:21+00:00,Twitter for iPad
536,"@ApnaNhs @KDFAJK  KDF - APNA NHS Pakistan Flood Appeal Progress Report, Bubar, Gilgit Baltistan. Please donate generously online https://t.co/CDh7EB3JdL to help people affected by floods rebuild their lives and livelihoods. @AsianFSA @jagtarbasi 
 https://t.co/zniaqOpDcM",3,2022-11-25 14:47:07+00:00,Twitter Web App
540,"Under the Presidency of MNA Ali Musa Gilani (@SyedMusaGillani) &amp; YPF Coordinator Mr. Shamoon Hashmi (@Shamoon_Hashmi), first session ""Parliamentary Cooperation on Climate Change &amp; Adaptation in the Wake of Recent Floods in Pakistan"" was facilitated by Sara Hayat (@saratamman) https://t.co/dgRxGcnL64",4,2022-11-25 14:41:56+00:00,Twitter Web App
546,I'm delighted to see that humanitarian outcomes UK has included my photographs in their research paper on the recent floods in Pakistan. #ClimatePhotos #Humanitarian #Outcomes #UK #SDPI https://t.co/QdI9ZKf0k4,1,2022-11-25 14:28:05+00:00,Twitter Web App
548,"It is not only rains and floods that have killed animals in every nook and corner of #Balochistan, which makes up 42% of #Pakistan, but different waterborne diseases and infections are also taking a toll on the #livestock

Blog by #ShahmirKazi 

https://t.co/aSraLnEsjF",31,2022-11-25 14:27:30+00:00,TweetDeck
554,Pakistan has 1 month of export cover. We can expect annual inflation to be 23%+. The recovery from devastating floods will take many years. The last thing we need any Imran Khan protest march. He needs to come back to the assembly or wait for election. Anything else damages us,173,2022-11-25 14:14:40+00:00,Twitter Web App
558,"@nytimes Eeeks!😱

Complete 'slamic takeover of FIJI underway, backed by 'slamic Pakistan literally drowning in floods, while Hindu majority India with its muscular economy, informed diaspora, Indigenous aircraft carrier, is apathetic to plight of Fijian Hindus. 😡
https://t.co/TAkoMwJAge https://t.co/3ojhGuvkKO",2,2022-11-25 14:02:43+00:00,Twitter Web App
559,"In #EasternBalochistan. MSF’s health promotion teams are providing health education about the prevention of water-borne and vector-borne diseases in different displaced camps and affected villages. 1/2

#PakistanFloods #MSFinPakistan https://t.co/nW9cilwdCl",11,2022-11-25 13:59:38+00:00,Twitter Web App
561,Space data to help Pakistan recover from its record floods - Space data to help Pakistan recover from its record floods - Sentinel Success Stories - Sentinel Online https://t.co/d5iGQbsKRi,0,2022-11-25 13:58:48+00:00,Twitter for Android
562,Pakistan’s central bank unexpectedly raises its benchmark interest rate by 100 basis points amid elevated inflation as the economy struggles to recover from floods that caused heavy losses https://t.co/jHwfTu3bxq via @business,1,2022-11-25 13:56:02+00:00,Twitter Web App
567,"A Hero in Saudi Arabia Everyone knows his name, from Pakistan he came. 

Saved 14 People who were drowning in floods, passed away in doing so. 

As gratitude for his heroic sacrifice, he was awarded the highest order of merit by the king.

his family was hosted for haj pilgrimage https://t.co/heNd13HGwX",0,2022-11-25 13:44:36+00:00,Twitter for iPhone
571,economics: Pakistan’s central bank unexpectedly raises its benchmark interest rate by 100 basis points amid elevated inflation as the economy struggles to recover from floods that caused heavy losses https://t.co/pFQxDP4a7Z,0,2022-11-25 13:37:35+00:00,IFTTT
574,"@ashwin_srao @ThoughtPower1 @actor_Nikhil @RichaChadha Pakistan or any country is busy with their internal affairs. Floods, Inflation, political turmoil etc. 
So as an Indian please focus on Indian issues like Prices, taxes, Unemployment, PSU sale, SMB closures, MNC exits, China annexing Indian territory in 2021 etc.",8,2022-11-25 13:29:02+00:00,Twitter for iPhone
577,@YousufNazar @mansooraamir @TheEconomist @sherryrehman Sometimes good things come out of bad. Hoping it’s the case here and the recent massive floods in Pakistan open the door to a complete reform. 🤞,0,2022-11-25 13:24:40+00:00,Twitter for iPhone
578,"Here’s the view from this morning’s green and white assembly to raise awareness of the floods in Pakistan 🇵🇰. Our friends @HFS786 @SunAcademyPK and @AlyabadCS inspired us. @HolmerAcademy #worship If you can, please donate via one of the official UK fundraisers online. https://t.co/2Fjtj8D7Xa",1,2022-11-25 13:17:45+00:00,Twitter for iPhone
582,"The decision comes as we face a slowing economy. Floods that killed more than 1,600 people this year halved growth &amp; caused big damage.
Pakistan's latest loan from the IMF has also been delayed. The lender wants 🇵🇰 to tally up its losses from the floods B4 releasing more money.",1,2022-11-25 13:14:14+00:00,Twitter Web App
583,H.E. @RKionka Ambassador of the @EUPakistan met with the Deputy Commissioner Kalat Mr. Muneer Durrani. DC Kalat spoke about the devastation caused by recent floods &amp; how people are unequipped for the upcoming harsh winter. He also suggested the expansion of @BRACE_BRSP https://t.co/p3tqNOP5pn,35,2022-11-25 13:13:30+00:00,Twitter for Android
586,"In Balochistan, it was taken out in favor of the Pakistan Army. Citizens participated in large numbers in the rally. participants paid tribute to Pakistan Army for the relief operations they did in the recent floods and rains

 #NationStandWithInstitutions https://t.co/8qd6Kr1RYE",0,2022-11-25 13:09:11+00:00,Twitter for Android
587,"@safia6785 @Gangadesh78 The time has come for me to repay the favour and increase the blood pressure of Afghans. I haven't finished my innings. 😂

I don't respect people who call Pashtuns Gul Khan, mock the floods in Pakistan and insult Punjabis.",5,2022-11-25 13:08:41+00:00,Twitter Web App
588,"@BjornLomborg Skimmed it just now.  Gd of you to make the start freely available. Cld you update us on Pakistan - causes of flooding, scale, heatwave 3 months before the floods so severe birds dropped dead frm the skies.  Suspect basic survival of &gt;30 million ppl is top of their list rt now.",0,2022-11-25 13:08:04+00:00,Twitter Web App
589,"Flooded Sindh was a wholesale GOVERNMENT inability to respond. Pakistan has a RESPONSIBILITY. Improve baseline infrastructure development, flood response, and emergency aid. The shelters were/are a disgrace. 
Flood &amp; Loss $ can’t fix systemic problems.
https://t.co/OuOrzpkkc7 https://t.co/irWA8a0Q2k",1,2022-11-25 13:03:53+00:00,Twitter for iPad
608,Pakistan’s central bank unexpectedly raises its benchmark interest rate by 100 basis points amid elevated inflation as the economy struggles to recover from floods that caused heavy losses https://t.co/YeEV6DRwhz,5,2022-11-25 12:36:54+00:00,SocialFlow
609,Here's an interesting take on the limits of loss and damage funding &amp; a solid update on the situation in Pakistan following the historic floods. https://t.co/YecIHK5cwj,1,2022-11-25 12:35:45+00:00,Twitter Web App
610,"In Gandakha, Balochistan.

4 months after the floods, peasants are still inundated. Malaria is rampant. No government welfare to speak of.
Meanwhile, landlords/political elite run riot in cahoots with local admin.

And mainstream Pakistan is concerned only with palace intrigues. https://t.co/ENy0p2FZ9u",83,2022-11-25 12:34:28+00:00,Twitter Web App
611,"“The G77 was ably led by @sherryrehman Minister of Climate Change of Pakistan, who spoke passionately on behalf of both, Pakistanis who had suffered devastating floods with losses and damages estimated at USD 30 billion, and all the people from vulnerable developing countries” https://t.co/OECO9uqc9L",0,2022-11-25 12:34:06+00:00,Twitter for iPhone
615,"WINTER APPEAL
You helped Shamsu survive the floods, please help her survive Winter now. 
See how you can help in our Winter Appeal: https://t.co/hXVFoA2dlv
#balochistan #cookedmeals #ehsaas #flooddamage #floods #pakistan #pakistanwinter #punjab #sindh #winter #winterappeal https://t.co/wFIwoELcc9",0,2022-11-25 12:25:01+00:00,Twitter Web App
616,Hey Twitter! I've just donated to the DEC Pakistan Floods Appeal to help provide aid to people in need of urgent help to survive. Can you help? https://t.co/NZ8UPpX1YH,0,2022-11-25 12:24:43+00:00,Twitter Web App
618,"🇵🇰 In #Pakistan, our team is on the ground, regularly visiting the communities and providing essential healthcare services, medications and medical supplies. 

Winter is around the corner, which will only make problems worse. Action is needed now ⬇️ 

https://t.co/DtPfsZ15tE https://t.co/PZ6sUDd8vW",3,2022-11-25 12:20:05+00:00,Sprout Social
627,PAKISTAN CENBANK: FLOODS COULD MAKE IT CHALLENGING TO ACHIEVE TH… https://t.co/dorbGKkJKx https://t.co/VwjnT0N7BX,0,2022-11-25 12:04:14+00:00,dlvr.it
