,tweets,likes,time,source
453,Floods that wreaked havoc across Pakistan in August and September after several years of high temperatures have left chilli farmers struggling to cope. Officials have estimated financial damages from the floods at over £34 billion: https://t.co/lfjk0nU4cv https://t.co/zoa7wb8HKz,1,2022-11-25 11:00:21+00:00,Sendible
454,"The situation of Sindhis is miserable. There is damage and destruction everywhere after floods and #Pakistan is not ready to help them. How will victims survive?

https://t.co/m5Ogzy0w9X.",0,2022-11-25 11:00:20+00:00,Twitter for Android
456,"After seeing the devastation of floods in the past few months, these fields &amp; crops in Punjab are a sight for sore eyes...!!!

#Pakistan https://t.co/dlXpHwIJCF",31,2022-11-25 10:58:04+00:00,Twitter for Android
457,"#Pakistan government do not have proper record of how many people have been affected by floods in Sindh and Balochistan and they have now inadequate supply!

https://t.co/5JZUQK7hB3",0,2022-11-25 10:58:03+00:00,Twitter for Android
461,"The recent floods in Pakistan displaced many people and this increased displacement resulted in vulnerability to health, and safety of the communities affected.",3,2022-11-25 10:48:30+00:00,Twitter Web App
478,"""We are setting up this fund to respond to climate impacts not only in the present but also in the future.""

@CANIntl's @harjeet11 tells @betwasharma there are many unknowns about the #LossAndDamageFund, but it will help when millions are on the move.

https://t.co/bFCfrJ4EN4",1,2022-11-25 10:18:00+00:00,Twitter Web App
491,"Received a appreciation certificate from Alkhidmat Foundation Pakistan for my services as a digital volunteer during Pakistan floods 2022.✨
#Alkhidmatfoundation 
#volunteer https://t.co/Z9Jn6XmOuc",1,2022-11-25 10:08:21+00:00,Twitter for Android
493,"Check out my run on @Strava
#Aid #Refugees #Asylum @DECAppeal 
#Famine #Malnutrition #Afghanistan #Crisis #Humanity #Ukraine #Floods #Pakistan https://t.co/gYUJnLJyC3",0,2022-11-25 09:59:52+00:00,Twitter for iPhone
499,An important read from @MenaalMunshey on Pakistan’s floods https://t.co/ttOkxv26Bf,69,2022-11-25 09:52:12+00:00,Twitter for iPhone
517,"Floods in Pakistan: The Swiss Agency for Development and Cooperation @SwissDevCoop helped the Swat Valley get access to water &amp; education with the collaboration of @SwissHumAidUnit 

@SwissAmbPak | @SwissMFA | https://t.co/sv7kl10TkT",0,2022-11-25 09:20:05+00:00,Twitter Web App
523,The President also expressed his gratitude to the Chinese Government and the Chinese people for standing shoulder to shoulder with Pakistan in wake of the recent devastating floods and appreciated the initiatives taken by the China Energy International Group for contributing,21,2022-11-25 09:11:22+00:00,Twitter for iPhone
532,"#LossAndDamageFund will only work if governments take responsibility for using it professionally in close cooperation with people who need it most.

Important article by @MenaalMunshey about the humanitarian governance challenge in Pakistan 👇
 https://t.co/1LKzGDFJL9",5,2022-11-25 08:53:52+00:00,Twitter for iPhone
534,"Today our Changemakers team are hosting a bake sale to raise money for the Pakistan Floods Appeal, if you'd like to donate please follow this link: https://t.co/icsvDmnGiC 

Cakes will be available to buy during lunchtime 🍰",3,2022-11-25 08:53:28+00:00,Twitter Web App
537,"Developing countries at #COP27 secured a #LossAndDamageFund for people suffering the impacts of #climatechange. @CANIntl's @harjeet11 explains how Pakistan, recently ravaged by unprecedented floods, led the way in getting that commitment to climate justice.https://t.co/2t70TwpD5c",1,2022-11-25 08:48:22+00:00,Twitter Web App
538,"""It's going to be a massive fight next year.""

The demand is for the hard-fought #LossAndDamageFund to be an ""operating entity"" of #UNFCCC's financial mechanism, making it obligatory with a system of replenishment, @CANIntl's @harjeet11 tells @betwasharma

https://t.co/bFCfrIN3ou https://t.co/nI7BuDrZHp",3,2022-11-25 08:48:00+00:00,Twitter Web App
552,"""#Pakistan’s economy is faltering. Inflation is higher than 25%. Floods affected 30 million people &amp; caused damage &amp; economic losses of $30 billion. Pakistan needs stability &amp; improved governance. @ImranKhanPTI's ambitions will increase political turmoil."" https://t.co/IQX5ql870I",19,2022-11-25 08:17:40+00:00,Twitter Web App
557,"Excited to announce that the #SAF Flood Relief DVC has been nominated for the @SmileyCFA once again! Scan the QR code and vote for #SAF to help us spread the message of #HopeNotOut for all!

Vote: https://t.co/cmcaTUYyVU https://t.co/cT3FWju4KZ",40,2022-11-25 08:15:52+00:00,Twitter Web App
561,ADB has stressed that there is an imperative requirement to upgrade Pakistan’s approach toward DRF and how risk preserving procedures are inadequate to deal with the damages linked with calamities like floods and earthquakes. Learn more in panel discussion on #SDC2022,0,2022-11-25 08:04:31+00:00,Twitter for Android
563,"✍️ “The situation is dire. Without women’s participation and leadership, we are failing to provide flood-affected women with services.” | Writes @MenaalMunshey https://t.co/hnIAczcGqP",2,2022-11-25 07:58:00+00:00,Buffer
564,"In which year IDEAS (International defence exhibition and seminar) was cancelled by government of Pakistan citing devastating floods as the reason?
A. 2002
B. 2006
C. 2014
D. 2010
#READ_MORE 👇",0,2022-11-25 07:54:13+00:00,CSSMCQs 2
566,"1/Climate Fund Arrangement:

Pooling 💰💰 for countries that have been the most affected by #ClimateCrisis

Ex: The Pakistan Floods, giving out a solar panel or sea wall isn't much of a use

We need to contribute to rebuilding &amp; protecting such countries that have lost a lot!",2,2022-11-25 07:50:35+00:00,Twitter for iPhone
569,The summer's catastrophic floods have left millions of people in need in Pakistan - so many that the World Food Program cannot help everyone.  And the promised donations are flowing slowly. https://t.co/55r71ywO8v,0,2022-11-25 07:43:03+00:00,Twitter for iPhone
586,@ValaAfshar Innovation at its best @ICON3DTech I was just wondering if you could support communities affected by floods in Pakistan with your house building technology. A huge population has lost shelter as a result of massive floods in Pakistan. Would love to see your interventions here!,0,2022-11-25 07:26:16+00:00,Twitter for Android
590,"UN agencies and international humanitarian partners also supported the Government of Pakistan during the 2005 earthquake and 2010 floods. Join panel discussion on ""Floods in Pakistan: Bringing Local Perspective through International Humanitarian Organisations"" in #SDC2022",0,2022-11-25 07:18:19+00:00,Twitter for iPhone
606,"@AliNoonari2
@mhashimazam
The authorities in Pakistan are so inhumane that they will do anything to ignore the existence of Balochis. People were left to die, relief was not provided during &amp; post floods that hit Balochistan. #BalochistanFloods https://t.co/gS0OJOnuXL",0,2022-11-25 07:00:27+00:00,Twitter Web App
610,"@PashtunDefence
@Pashteenidrees1
Floods have devastated Balochistan, yet it doesn't seem like the Pakistani government is concerned. The government of Pakistan should be compelled to provide assistance by international organisations. #BalochistanFloods #BalochGenocide https://t.co/qsvhOAn8bP",0,2022-11-25 06:52:47+00:00,Twitter Web App
611,"UN agencies and international humanitarian partners also supported the Government of Pakistan during the 2005 earthquake and 2010 floods. Join panel discussion on ""Floods in Pakistan: Bringing Local Perspective through International Humanitarian Organisations"" in #SDC2022 https://t.co/9zKLVNeIhn",3,2022-11-25 06:52:41+00:00,Twitter for Android
614,"“#COP27, in many ways, was a turning point in dealing with the consequences of #climatechange but not the cause.""

@CANIntl's @harjeet11 spoke to @betwasharma about securing the #LossAndDamageFund, but failed efforts to reduce #CO2 &amp; phase out fossil fuels
https://t.co/bFCfrJ4EN4",1,2022-11-25 06:51:00+00:00,Twitter Web App
616,"(2/2 )The Impact of Floods on Pakistan

#BetterPakistan #Pakistan #CitizenOpinion #Recovery #COP27 #PakistanFloods https://t.co/IqJeGGc9nA",0,2022-11-25 06:49:39+00:00,Twitter Web App
622,"UN agencies and international humanitarian partners also supported the Government of Pakistan during the 2005 earthquake and 2010 floods. Join panel discussion on ""Floods in Pakistan: Bringing Local Perspective through International Humanitarian Organisations"" in #SDC2022",1,2022-11-25 06:40:41+00:00,Twitter for Android
626,"@IOMBangladesh
@USAmbBangladesh
The authorities in Pakistan are so inhumane that they will do anything to ignore the existence of Balochis. People were left to die, relief was not provided during &amp; post floods that hit Balochistan. #BalochistanFloods https://t.co/cEf497Oo4a",0,2022-11-25 06:40:02+00:00,Twitter Web App
628,"(1/2 )The Impact of Floods on Pakistan

#BetterPakistan #Pakistan #CitizenOpinion #Recovery #COP27 #PakistanFloods https://t.co/rMbyUGkNA1",1,2022-11-25 06:38:05+00:00,Twitter Web App
629,"@ProthomAlo
@bbcbangla
Floods have devastated Balochistan, yet it doesn't seem like the Pakistani government is concerned. The government of Pakistan should be compelled to provide assistance by international organisations. #BalochistanFloods #BalochGenocide https://t.co/ev7iAgsvm1",0,2022-11-25 06:32:34+00:00,Twitter Web App
632,"@PRC_official Emergency Response Teams continue to provide support to people affected by the recent floods that hit the country recently.

Pakistan Red Crescent teams! ⛑ https://t.co/lEtplQSQiz",10,2022-11-25 06:29:13+00:00,Twitter Web App
637,"@Pakistan14A @majorgauravarya @RichaChadha India never attacked Pakistan, the opposite happened. And everyone knows the outcome. Jung kabhi jeeta nahi aur elections kabhi hareya nahi. Inshallah again it will be divided in pieces just like Imran Khan said. Allah is the best planner. He planned floods for you.",0,2022-11-25 06:15:49+00:00,Twitter Web App
641,"ye haal hai hamara aur naya pakistan banane nikailn hain 😐 
imagine the amount of money they must’ve looted this time from the floods aid
 https://t.co/733YB5TFuI",2,2022-11-25 06:05:55+00:00,Twitter for iPhone
648,"@BRP_Switzerland
@chbaluch
Floods have devastated Balochistan, yet it doesn't seem like the Pakistani government is concerned. The government of Pakistan should be compelled to provide assistance by international organisations. #BalochistanFloods #BalochGenocide https://t.co/YgNyORw8qW",0,2022-11-25 05:43:50+00:00,Twitter Web App
662,"""It's going to be a massive fight next year.""

The demand is for the hard-fought #LossAndDamageFund to be an ""operating entity"" of #UNFCCC's financial mechanism, making it obligatory with a system of replenishment, @harjeet11 tells us #COP27 https://t.co/2t70TwpD5c https://t.co/9c37q4kfZU",2,2022-11-25 04:57:06+00:00,Twitter Web App
666,"""Developed countries tried their best to divide &amp; conquer,"" said @harjeet11. ""Pakistan, chair of #G77 &amp; China, played a significant role in keeping the group united. I'm friends with some of them, so I know how hard it was &amp; their pivotal role..."" https://t.co/2t70TwpD5c https://t.co/fXgP9rt21A",2,2022-11-25 04:45:21+00:00,Twitter Web App
668,"""It's going to be a massive fight next year.""

The demand is for the hard-fought #LossAndDamageFund to be an ""operating entity"" of #UNFCCC's financial mechanism, making it obligatory with a system of replenishment, @CANIntl's @harjeet11 tells @betwasharma

https://t.co/bFCfrIN3ou https://t.co/VnaVYQ2HIf",6,2022-11-25 04:43:00+00:00,Twitter Web App
669,"The hard-fought #LossAndDamageFund is integral to climate justice and #Pakistani negotiators helped achieve it by uniting developing countries at #COP27, months after heavy rains and floods devastated their country, @CANIntl's @harjeet11 speaks with us https://t.co/2t70TwpD5c",24,2022-11-25 04:41:21+00:00,Twitter Web App
682,"""We are setting up this fund to respond to climate impacts not only in the present but also in the future.""

@CANIntl's @harjeet11 tells @betwasharma there are many unknowns about the #LossAndDamageFund, but it will help when millions are on the move.

https://t.co/bFCfrIN3ou",1,2022-11-25 04:18:00+00:00,Twitter Web App
687,"Thousands of people are still living in tents in the flood affected areas in this cold. Pakistan ignored its largest flood affecting millions of its citizens … its still not late. Contribute, participate , help families affected by floods. #floodsinpakistan https://t.co/0sERFoZJst",16,2022-11-25 03:59:52+00:00,Twitter for iPhone
